M,T,K,epsilon,result
300,0.2,5,0.75,0
300,0.25,5,0.5,33
300,0.25,5,0.65,0
300,0.25,5,0.75,0
300,0.3,5,0.5,24
300,0.3,5,0.65,0
300,0.3,5,0.75,0
300,0.35,5,0.5,2
300,0.35,5,0.65,0
300,0.35,5,0.75,0
300,0.4,5,0.5,2
300,0.4,5,0.65,0
300,0.4,5,0.75,0
300,0.45,5,0.5,5
300,0.45,5,0.65,0
300,0.45,5,0.75,0
300,0.5,5,0.5,27
300,0.5,5,0.65,0
300,0.5,5,0.75,0
300,0.55,5,0.65,0
300,0.55,5,0.75,0
300,0.6,5,0.65,1
300,0.6,5,0.75,0
300,0.65,5,0.65,36
300,0.65,5,0.75,0
300,0.67,5,0.75,1
300,0.7,5,0.75,4
300,0.75,5,0.75,17
350,0.2,5,0.5,47
350,0.2,5,0.65,0
350,0.2,5,0.75,0
350,0.25,5,0.5,38
350,0.25,5,0.65,0
350,0.25,5,0.75,0
350,0.3,5,0.5,13
350,0.3,5,0.65,0
350,0.3,5,0.75,0
350,0.35,5,0.5,6
350,0.35,5,0.65,0
350,0.35,5,0.75,0
350,0.4,5,0.5,1
350,0.4,5,0.65,0
350,0.4,5,0.75,0
350,0.45,5,0.5,3
350,0.45,5,0.65,0
350,0.45,5,0.75,0
350,0.5,5,0.5,35
350,0.5,5,0.65,0
350,0.5,5,0.75,0
350,0.55,5,0.65,0
350,0.55,5,0.75,0
350,0.6,5,0.65,3
350,0.6,5,0.75,0
350,0.65,5,0.65,26
350,0.65,5,0.75,0
350,0.67,5,0.75,0
350,0.7,5,0.75,2
350,0.75,5,0.75,28
400,0.2,5,0.5,45
400,0.2,5,0.65,2
400,0.2,5,0.75,0
400,0.25,5,0.5,39
400,0.25,5,0.65,1
400,0.25,5,0.75,0
400,0.3,5,0.5,17
400,0.3,5,0.65,0
400,0.3,5,0.75,0
400,0.35,5,0.5,6
400,0.35,5,0.65,0
400,0.35,5,0.75,0
400,0.4,5,0.5,1
400,0.4,5,0.65,0
400,0.4,5,0.75,0
400,0.45,5,0.5,2
400,0.45,5,0.65,0
400,0.45,5,0.75,0
400,0.5,5,0.5,35
400,0.5,5,0.65,0
400,0.5,5,0.75,0
400,0.55,5,0.65,0
400,0.55,5,0.75,0
400,0.6,5,0.65,2
400,0.6,5,0.75,0
400,0.65,5,0.65,35
400,0.65,5,0.75,0
400,0.67,5,0.75,0
400,0.7,5,0.75,2
400,0.75,5,0.75,21
