0,lam,alp,N,T
4.397944450378418,0.02,0.01,100,500
4.40778112411499,0.02,0.01,100,500
4.416611194610596,0.02,0.01,100,500
4.422030448913574,0.02,0.01,100,500
4.428968906402588,0.02,0.01,100,500
4.438030242919922,0.02,0.01,100,500
4.444969177246094,0.02,0.01,100,500
4.452328681945801,0.02,0.01,100,500
4.460140705108643,0.02,0.01,100,500
4.473174571990967,0.02,0.01,100,500
4.486941337585449,0.02,0.01,100,500
4.500419616699219,0.02,0.01,100,500
4.5070109367370605,0.02,0.01,100,500
4.513667106628418,0.02,0.01,100,500
4.532327651977539,0.02,0.01,100,500
4.53873348236084,0.02,0.01,100,500
4.546996116638184,0.02,0.01,100,500
4.5511698722839355,0.02,0.01,100,500
4.559855937957764,0.02,0.01,100,500
4.565934658050537,0.02,0.01,100,500
4.57368278503418,0.02,0.01,100,500
4.574497699737549,0.02,0.01,100,500
4.581413269042969,0.02,0.01,100,500
4.582812309265137,0.02,0.01,100,500
4.589747905731201,0.02,0.01,100,500
4.600739002227783,0.02,0.01,100,500
4.607511520385742,0.02,0.01,100,500
4.620049953460693,0.02,0.01,100,500
4.630709648132324,0.02,0.01,100,500
4.633800029754639,0.02,0.01,100,500
4.642441749572754,0.02,0.01,100,500
4.646873950958252,0.02,0.01,100,500
4.653797626495361,0.02,0.01,100,500
4.666778564453125,0.02,0.01,100,500
4.673564434051514,0.02,0.01,100,500
4.67860746383667,0.02,0.01,100,500
4.688537120819092,0.02,0.01,100,500
4.68829345703125,0.02,0.01,100,500
4.69564151763916,0.02,0.01,100,500
4.701798439025879,0.02,0.01,100,500
4.710971832275391,0.02,0.01,100,500
4.720706939697266,0.02,0.01,100,500
4.725787162780762,0.02,0.01,100,500
4.7318902015686035,0.02,0.01,100,500
4.743903636932373,0.02,0.01,100,500
4.7599945068359375,0.02,0.01,100,500
4.772965431213379,0.02,0.01,100,500
4.7810845375061035,0.02,0.01,100,500
4.795967102050781,0.02,0.01,100,500
4.80767822265625,0.02,0.01,100,500
4.818204879760742,0.02,0.01,100,500
4.822995662689209,0.02,0.01,100,500
4.825193881988525,0.02,0.01,100,500
4.835653305053711,0.02,0.01,100,500
4.849547863006592,0.02,0.01,100,500
4.857011795043945,0.02,0.01,100,500
4.862587928771973,0.02,0.01,100,500
4.868887901306152,0.02,0.01,100,500
